Trial,subjID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,verif_ans,P_sentence,clear_responses,isactive,syn_voice,syn_corr,error_type_old,error_type,message
2110,78,1,0.7880555556,7.077777778,punch,AC,1,The cowboy punches the swimmer.,Artist punch the civilian,1,A,C,,1,
2111,78,1,1.883055556,8.606388889,punch,PC,1,The ballerina is punched by the artist.,Cow boy punched the doctor,1,P,C,,0,
2112,79,1,1.383888889,3.805,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,A,C,,0,
2113,79,0,1.041666667,3.474166667,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
2114,79,0,0.8813888889,4.809444444,pull,AI,1,The boxer pull the soldier.,A ballerina is pulled by a pirate.,0,A,I,,0,
2115,79,1,0.7297222222,3.725833333,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
2116,79,1,0.8288888889,3.831388889,punch,AC,0,The cowboy punches the nun.,A monk is punched by the artist.,0,A,C,,0,
2117,79,1,0.9516666667,3.205555556,follow,PC,0,The ballerina is followed by the pirate.,A nun follows the boxer.,1,P,C,,0,
2118,79,1,0.7522222222,2.907777778,tickle,AI,0,The soldier tickle the boxer.,The maid tickles the doctor.,1,A,I,,0,
2119,79,1,0.8822222222,3.58,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy.,0,P,C,,0,
2120,79,1,0.8544444444,3.03,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
2121,79,0,0.6833333333,2.995277778,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
2122,79,1,0.6513888889,4.237222222,chase,AC,0,The policeman chases the robber.,The policeman chases a swimmer.,1,A,C,,0,
2123,79,1,0.5530555556,3.895833333,slap,PC,0,The nurse is slapped by  the policeman.,A ballerina is slapped by the cowboy.,0,P,C,,0,
2124,79,1,0.7461111111,3.725833333,kiss,AC,0,The pirate kisses the clown.,The artist kissed the soldier.,1,A,C,,0,
2125,79,0,0.6688888889,4.120277778,tickle,PI,1,The robber is ticklen by the soldier.,The monk was tickled by the maid.,0,P,I,,0,
2126,79,1,0.7294444444,2.913055556,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
2127,79,1,0.8286111111,3.336111111,follow,PC,1,The ballerina is followed by the pirate.,The nun follows the soldier.,1,P,C,,0,
2128,79,1,0.5241666667,3.476111111,slap,AC,0,The cowboy slaps the ballerina.,The policeman slapped the boxer.,1,A,C,,0,
2129,79,1,0.7286111111,2.942777778,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
2130,79,1,1.109444444,3.465,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
2131,79,1,0.6858333333,3.825555556,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,P,C,,0,
2132,79,1,1.261666667,3.479166667,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
2133,79,1,0.6636111111,3.364166667,push,PI,0,The monk is pushen by the policeman.,The cowboy pushed the ballerina.,1,P,I,,0,
2134,79,1,0.715,4.138055556,chase,AC,1,The nun chases the sailor.,The robber is chased by the policeman.,0,A,C,,0,
2135,79,1,1.179166667,3.029444444,slap,PC,1,The clown is slapped by the policeman.,The cowboy slapped the sailor.,1,P,C,,0,
2136,79,0,0.7,3.317222222,kick,AI,1,The policeman kick the boxer.,The waitress kicked the clown.,1,A,I,,0,
2137,79,1,0.5927777778,2.969166667,pull,PI,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer.,0,P,I,,0,
2138,79,1,0.8563888889,2.871944444,touch,AI,0,The waitress touch the professor.,The sailor touched the swimmer.,1,A,I,,0,
2139,79,1,1.2075,2.936111111,kiss,PC,1,The boxer is kissed by the artist.,The nun kissed the ballerina.,1,P,C,,0,
2140,79,1,0.8352777778,3.161944444,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
2141,79,1,0.9144444444,3.0125,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
2142,79,1,0.8216666667,2.262222222,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
2143,79,1,0.6202777778,3.081666667,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the robber.,1,P,I,,0,
2144,79,1,0.6808333333,3.304444444,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
2145,79,1,0.7088888889,2.985555556,kiss,PC,0,The monk is kissed by the swimmer.,The clown is kissed by the artist.,0,P,C,,0,
2146,79,1,0.7188888889,3.168888889,follow,AC,1,The nun follows the doctor.,A pirate follows the sailor.,1,A,C,,0,
2147,79,1,0.7708333333,2.951388889,scold,PC,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,P,C,,0,
2148,81,1,0.4108333333,2.4975,chase,AC,1,The nun chases the sailor.,The cop chased the robber.,1,A,C,,0,
2149,81,0,0.7236111111,2.967777778,tickle,PI,1,The robber is ticklen by the soldier.,The server tickles the monk.,1,P,I,,0,
2150,81,1,1.248333333,2.611388889,punch,AC,0,The cowboy punches the nun.,THe artist punched the monk.,1,A,C,,0,
2151,81,1,1.411388889,3.229722222,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
2152,81,0,0.9752777778,2.955277778,push,AI,1,The chef push the clown.,The cowboy pushed the swimmer.,1,A,I,,0,
2153,81,1,0.5933333333,2.385833333,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
2154,81,1,0.4208333333,2.611944444,chase,AC,0,The policeman chases the robber.,The cop chases the swimmer.,1,A,C,,0,
2155,81,1,0.6722222222,2.290555556,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
2156,81,1,0.3983333333,2.500833333,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
2157,81,1,1.222222222,2.488611111,kiss,PC,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,P,C,,0,
2158,81,1,0.7375,3.515555556,kick,AI,1,The policeman kick the boxer.,The server kicked the clown.,1,A,I,,0,
2159,81,1,0.4722222222,2.47,chase,PC,0,The swimmer is chased by the nun.,The server chases the doctor.,1,P,C,,0,
2160,81,1,0.8422222222,2.313611111,follow,AC,0,The nun follows the cowboy.,The pirate followed the doctor.,1,A,C,,0,
2161,81,1,1.020277778,2.301111111,scold,PC,1,The doctor is scolded by the professor.,The cop scolds the boxer.,1,P,C,,0,
2162,81,1,0.6394444444,2.177777778,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
2163,81,1,0.8563888889,3.589444444,kick,PI,0,The clown is kicken by the nun.,The server kicks the robber.,1,P,I,,0,
2164,81,1,1.479722222,5.501944444,tickle,AI,0,The soldier tickle the boxer.,The server tickles the doctor.,1,A,I,,0,
2165,81,1,0.6475,3.427777778,push,PI,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,P,I,,0,
2166,81,1,3.722222222,1.907222222,scold,AC,0,The waitress scolds the boxer.,The cop scolds the dancer,1,A,C,,0,
2167,81,1,0.8933333333,8.935277778,shoot,PI,1,The ballerina is shooted by the artist.,The swimmer is shot by the chef.,0,P,I,,0,
2168,81,1,1.189722222,2.0825,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the fighter,1,A,C,,0,
2169,81,1,0.4294444444,2.828611111,kiss,PC,1,The boxer is kissed by the artist.,the nun kisses the dancer,1,P,C,,0,
2170,81,1,0.41,1.913055556,slap,AC,0,The cowboy slaps the ballerina.,the cop slaps the fighter,1,A,C,,0,
2171,81,1,0.4997222222,2.315833333,slap,PC,1,The clown is slapped by the policeman.,the cowboy slaps the sailor,1,P,C,,0,
2172,81,1,0.2702777778,2.255,scold,AC,1,The policeman scolds the doctor.,the scholar scolds the sailor,1,A,C,,0,
2173,81,0,1.000833333,1.931111111,touch,PI,1,The doctor is touchen by the waitress.,the sailor touched the clown,1,P,I,,0,
2174,81,1,0.7847222222,2.412222222,slap,AC,1,The cowboy slaps the professor.,the cop slapped the swimmer,1,A,C,,0,
2175,81,1,0.7422222222,2.967222222,punch,PC,1,The ballerina is punched by the artist.,The doctor is punched by a cowboy,0,P,C,,0,
2176,81,1,1.185555556,2.211388889,pull,AI,1,The boxer pull the soldier.,the pirate pulls the dancer,1,A,I,,0,
2177,81,1,0.5216666667,1.746666667,follow,PC,0,The ballerina is followed by the pirate.,the nun follows the fighter,1,P,C,,0,
2178,81,1,0.7069444444,2.194722222,kiss,AC,0,The pirate kisses the clown.,the artist kisses the soldier,1,A,C,,0,
2179,81,1,0.5886111111,2.373611111,scold,PC,0,The monk is scolded by the swimmer.,the scholar scolds the soldier,1,P,C,,0,
2180,81,1,0.4177777778,2.181666667,touch,AI,0,The waitress touch the professor.,the sailor touches the swimmer,1,A,I,,0,
2181,81,1,0.4330555556,2.441666667,follow,PC,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,P,C,,0,
2182,81,1,0.3636111111,2.458333333,follow,AC,1,The nun follows the doctor.,the pirate follows the sailor,1,A,C,,0,
2183,81,1,1.179166667,2.170555556,punch,PC,0,The policeman is punched by the artist.,the cowboy punches the dancer,1,P,C,,0,
2184,82,1,1.5975,3.133888889,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
2185,82,1,2.103611111,3.292777778,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
2186,82,1,1.07,3.541666667,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer.,1,A,C,,0,
2187,82,1,1.628888889,2.9875,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
2188,82,1,0.7913888889,3.043611111,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
2189,82,1,0.7455555556,3.041944444,slap,PC,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,P,C,,0,
2190,82,1,1.029444444,4.372222222,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor.,1,A,C,,0,
2191,82,1,1.531111111,4.661666667,punch,PC,0,The policeman is punched by the artist.,The cowboy punches the dancer.,1,P,C,,0,
2192,82,1,0.6322222222,2.801388889,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown.,1,A,I,,0,
2193,82,1,1.048611111,3.155277778,kiss,PC,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,P,C,,0,
2194,82,1,0.7588888889,3.342222222,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer.,1,A,I,,0,
2195,82,1,1.719722222,4.543611111,kick,PI,0,The clown is kicken by the nun.,The burglar is kicked by the waitress.,0,P,I,,0,
2196,82,1,0.6444444444,2.624166667,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
2197,82,1,0.6947222222,3.564722222,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the policeman.,0,P,C,,0,
2198,82,1,0.6722222222,2.414166667,punch,AC,0,The cowboy punches the nun.,The artist punches the monk.,1,A,C,,0,
2199,82,1,0.7430555556,3.116666667,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,P,I,,0,
2200,82,1,0.6002777778,2.590833333,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
2201,82,0,1.170555556,2.954444444,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
2202,82,1,0.4902777778,3.1375,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,A,C,,0,
2203,82,1,0.5475,2.465555556,follow,PC,1,The ballerina is followed by the pirate.,The nun follows the soldier.,1,P,C,,0,
2204,82,1,0.6327777778,4.001666667,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
2205,82,0,0.8847222222,3.178888889,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
2206,82,1,0.5563888889,2.508888889,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
2207,82,1,0.6291666667,3.833888889,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
2208,82,1,0.4647222222,3.236111111,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
2209,82,1,0.7897222222,3.431111111,push,PI,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,P,I,,0,
2210,82,1,0.7825,3.213888889,touch,AI,0,The waitress touch the professor.,The sailor touches the swimmer.,1,A,I,,0,
2211,82,1,0.9027777778,3.5775,punch,PC,1,The ballerina is punched by the artist.,The cowboy punches the doctor.,1,P,C,,0,
2212,82,1,1.764444444,3.228888889,scold,AC,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,A,C,,0,
2213,82,1,5.884444444,3.149166667,chase,PC,1,The monk is chased by the policeman.,The pirate chases the robber.,1,P,C,,0,
2214,82,1,1.403611111,2.739166667,slap,AC,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,A,C,,0,
2215,82,1,0.9569444444,3.016111111,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,P,C,,0,
2216,82,1,0.6772222222,2.617222222,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
2217,82,1,0.6097222222,3.32,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,P,C,,0,
2218,82,1,0.4913888889,2.685,chase,AC,1,The nun chases the sailor.,The policeman chases the robber.,1,A,C,,0,
2219,82,1,0.6283333333,2.695277778,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,P,C,,0,
2220,83,1,0.7430555556,3.146111111,scold,AC,0,The waitress scolds the boxer.,The police officer is scolding the ballerina.,1,A,C,,0,
2221,83,1,0.7602777778,2.779444444,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the burglar.,1,P,I,,0,
2222,83,1,0.5825,1.790555556,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown.,1,A,I,,0,
2223,83,1,0.545,2.512777778,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,P,C,,0,
2224,83,1,0.2147222222,1.901944444,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
2225,83,1,0.9227777778,2.286111111,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy.,0,P,C,,0,
2226,83,1,0.2380555556,2.834722222,slap,AC,1,The cowboy slaps the professor.,The police officer slaps the swimmer.,1,A,C,,0,
2227,83,1,0.2658333333,4.448055556,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate.,0,P,C,,0,
2228,83,1,0.2138888889,2.101666667,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
2229,83,0,0.7219444444,2.759444444,shoot,PI,1,The ballerina is shooted by the artist.,The chef  shoots the swimmer.,1,P,I,,0,
2230,83,1,0.5319444444,3.588333333,slap,AC,0,The cowboy slaps the ballerina.,The police officer slaps the boxer.,1,A,C,,0,
2231,83,1,0.5855555556,2.719166667,follow,PC,0,The ballerina is followed by the pirate.,The monk follows the boxer.,1,P,C,,0,
2232,83,1,0.4647222222,1.943888889,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
2233,83,1,0.6852777778,2.681666667,push,PI,0,The monk is pushen by the policeman.,The ballerina is pushed by the cowboy.,0,P,I,,0,
2234,83,1,0.3538888889,2.195277778,follow,AC,1,The nun follows the doctor.,The sailor is followed by the pirate.,0,A,C,,0,
2235,83,1,0.4566666667,1.828333333,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy.,0,P,C,,0,
2236,83,1,1.093888889,1.765555556,punch,AC,1,The cowboy punches the swimmer.,The clown is punched by the artist.,0,A,C,,0,
2237,83,1,0.4952777778,3.496944444,scold,PC,0,The monk is scolded by the swimmer.,The soldier is scolded by the professor.,0,P,C,,0,
2238,83,1,3.255277778,2.757222222,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
2239,83,1,0.1580555556,2.318888889,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
2240,83,1,0.5897222222,1.890277778,punch,AC,0,The cowboy punches the nun.,The monk is punched by the artist.,0,A,C,,0,
2241,83,1,0.2722222222,2.159722222,follow,PC,1,The ballerina is followed by the pirate.,The soldier is followed by the nun.,0,P,C,,0,
2242,83,1,0.7,2.135,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
2243,83,1,0.4083333333,2.119444444,pull,PI,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer.,0,P,I,,0,
2244,83,1,3.37,2.257222222,kiss,AC,0,The pirate kisses the clown.,The artist kisses the soldier.,1,A,C,,0,
2245,83,1,5.649166667,2.926666667,punch,PC,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy.,0,P,C,,0,
2246,83,1,0.5780555556,2.525833333,touch,AI,0,The waitress touch the professor.,The swimmer is touched by the sailor.,0,A,I,,0,
2247,83,0,1.073333333,2.010555556,tickle,PI,1,The robber is ticklen by the soldier.,The monk is tickled by the waitress.,0,P,I,,0,
2248,83,1,0.4188888889,2.063333333,chase,AC,1,The nun chases the sailor.,The police officer chases the robber.,1,A,C,,0,
2249,83,1,0.4827777778,1.774444444,slap,PC,0,The nurse is slapped by  the policeman.,The ballerina is slapped by the cowboy.,0,P,C,,0,
2250,83,1,0.6597222222,3.088055556,chase,AC,0,The policeman chases the robber.,The swimmer is chased by the policeman.,0,A,C,,0,
2251,83,1,0.7388888889,3.984444444,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the police officer.,0,P,C,,0,
2252,83,1,0.5688888889,2.023333333,tickle,AI,0,The soldier tickle the boxer.,The doctor is tickled by the waitress.,0,A,I,,0,
2253,83,1,0.4761111111,1.615555556,chase,PC,0,The swimmer is chased by the nun.,The doctor is chased by the waitress.,0,P,C,,0,
2254,83,1,0.3536111111,3.081388889,push,AI,1,The chef push the clown.,The swimmer is pushed by the cowboy.,0,A,I,,0,
2255,83,1,2.193055556,2.4675,kiss,PC,0,The monk is kissed by the swimmer.,The clown is kissed by the artist.,0,P,C,,0,
2256,84,1,0.5963888889,2.3375,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer,1,A,I,,0,
2257,84,0,0.4552777778,2.276388889,tickle,PI,1,The robber is ticklen by the soldier.,The monk is tickled by the waitress,0,P,I,,0,
2258,84,1,0.4477777778,1.969722222,kiss,AC,0,The pirate kisses the clown.,The artist kisses the solider,1,A,C,,0,
2259,84,1,0.8844444444,2.635833333,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the robber,1,P,I,,0,
2260,84,0,0.3927777778,1.861666667,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina,1,A,I,,0,
2261,84,1,0.8966666667,2.091388889,follow,PC,0,The ballerina is followed by the pirate.,The boxer is followed by the nun,0,P,C,,0,
2262,84,1,0.4661111111,1.841666667,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown,1,A,C,,0,
2263,84,1,1.067777778,1.771944444,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate,0,P,C,,0,
2264,84,1,0.4491666667,1.879166667,punch,AC,0,The cowboy punches the nun.,The artist punches the monk,1,A,C,,0,
2265,84,1,0.4452777778,2.1525,scold,PC,0,The monk is scolded by the swimmer.,The soldier is scolded by the professor,0,P,C,,0,
2266,84,1,0.4197222222,2.661666667,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor,1,A,I,,0,
2267,84,1,0.405,1.949166667,push,PI,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina,1,P,I,,0,
2268,84,1,0.3994444444,2.09,chase,AC,0,The policeman chases the robber.,The policeman chases the swimmer,1,A,C,,0,
2269,84,1,0.6547222222,2.529444444,punch,PC,1,The ballerina is punched by the artist.,The doctor is punched by the cowboy,0,P,C,,0,
2270,84,1,0.3038888889,3.028888889,scold,AC,0,The waitress scolds the boxer.,The ballerina is scolded by the policeman,0,A,C,,0,
2271,84,1,0.5733333333,2.694722222,scold,PC,1,The doctor is scolded by the professor.,The boxer is scolded by the policeman,0,P,C,,0,
2272,84,0,3.840833333,3.536944444,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor,1,A,C,,0,
2273,84,1,0.5247222222,2.746111111,kiss,PC,0,The monk is kissed by the swimmer.,The artist kisses the clown,1,P,C,,0,
2274,84,1,0.7238888889,1.576388889,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer,1,A,C,,0,
2275,84,1,0.5422222222,1.918611111,slap,PC,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy,0,P,C,,0,
2276,84,0,0.4133333333,2.286666667,kick,AI,1,The policeman kick the boxer.,The clown is kicked by the waitress,0,A,I,,0,
2277,84,0,0.3830555556,1.915277778,touch,PI,1,The doctor is touchen by the waitress.,The clown is touched by the sailor,0,P,I,,0,
2278,84,0,0.9691666667,1.855833333,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor,1,A,C,,0,
2279,84,1,0.3394444444,1.773611111,pull,PI,0,The waitress is pullen by the pirate.,The clown is pulled by the boxer,0,P,I,,0,
2280,84,1,0.355,1.763333333,touch,AI,0,The waitress touch the professor.,The sailor touches the swimmer,1,A,I,,0,
2281,84,1,0.3083333333,4.591388889,punch,PC,0,The policeman is punched by the artist.,The ballerina is punched by the cowboy,0,P,C,,0,
2282,84,0,0.3686111111,2.245277778,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer,1,A,I,,0,
2283,84,1,0.4338888889,3.509166667,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor,1,P,C,,0,
2284,84,1,0.3863888889,2.325833333,slap,AC,1,The cowboy slaps the professor.,The policeman slaps the swimmer,1,A,C,,0,
2285,84,0,0.4044444444,9.004166667,shoot,PI,1,The ballerina is shooted by the artist.,The image didn't load,,P,I,,,
2286,84,1,0.4297222222,2.294166667,follow,AC,1,The nun follows the doctor.,The sailor is followed by the pirate,0,A,C,,0,
2287,84,1,0.4930555556,2.093333333,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina,1,P,C,,0,
2288,84,1,0.4605555556,2.334444444,slap,AC,0,The cowboy slaps the ballerina.,The boxer is slapped by the policeman,0,A,C,,0,
2289,84,1,0.5005555556,2.0275,follow,PC,1,The ballerina is followed by the pirate.,The nun follows the soldier,1,P,C,,0,
2290,84,1,0.3047222222,1.838888889,chase,AC,1,The nun chases the sailor.,The policeman chases the robber,1,A,C,,0,
2291,84,1,0.67,1.751944444,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina,1,P,C,,0,
2292,86,1,0.8016666667,3.403333333,slap,AC,1,The cowboy slaps the professor.,The officer slapped the swimmer.,1,A,C,,0,
2293,86,1,1.815555556,3.656111111,punch,PC,0,The policeman is punched by the artist.,The cowboy punched the woman.,1,P,C,,0,
2294,86,1,0.5713888889,3.125,follow,AC,1,The nun follows the doctor.,The pirate follows the sailor.,1,A,C,,0,
2295,86,1,0.8672222222,3.670277778,chase,PC,1,The monk is chased by the policeman.,The robber is chased by the pirate.,0,P,C,,0,
2296,86,1,0.9577777778,2.299444444,scold,AC,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,A,C,,0,
2297,86,1,1.183055556,3.005277778,kick,PI,0,The clown is kicken by the nun.,The waitress kicked the robber.,1,P,I,,0,
2298,86,1,0.8311111111,1.750833333,punch,AC,0,The cowboy punches the nun.,The painter punched the monk.,1,A,C,,0,
2299,86,1,0.8166666667,2.560555556,follow,PC,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,P,C,,0,
2300,86,1,0.6302777778,2.388611111,touch,AI,0,The waitress touch the professor.,The sailor touched the swimmer.,1,A,I,,0,
2301,86,1,1.02,2.605555556,scold,PC,1,The doctor is scolded by the professor.,The officer scolds the boxer.,1,P,C,,0,
2302,86,1,0.4894444444,2.398611111,follow,AC,0,The nun follows the cowboy.,The pirate follows the doctor.,1,A,C,,0,
2303,86,1,0.7722222222,2.445,follow,PC,1,The ballerina is followed by the pirate.,The nun follows the soldier.,1,P,C,,0,
2304,86,1,0.5247222222,1.598333333,slap,AC,0,The cowboy slaps the ballerina.,The officer slaps the boxer.,1,A,C,,0,
2305,86,1,0.6133333333,2.211944444,scold,PC,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,P,C,,0,
2306,86,1,0.385,2.324166667,kiss,AC,0,The pirate kisses the clown.,The painter kisses the soldier.,1,A,C,,0,
2307,86,1,0.8897222222,1.964722222,kiss,PC,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,P,C,,0,
2308,86,1,0.4702777778,1.912222222,tickle,AI,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,A,I,,0,
2309,86,1,0.6072222222,2.341111111,punch,PC,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,P,C,,0,
2310,86,1,0.4002777778,2.061388889,chase,AC,0,The policeman chases the robber.,The officer chases the swimmer.,1,A,C,,0,
2311,86,1,0.4002777778,2.059166667,kiss,PC,0,The monk is kissed by the swimmer.,The painter kisses the clown.,1,P,C,,0,
2312,86,1,0.5663888889,1.673333333,chase,AC,1,The nun chases the sailor.,The officer chases the robber.,1,A,C,,0,
2313,86,1,1.393611111,1.666111111,shoot,PI,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,P,I,,0,
2314,86,1,0.4333333333,1.731666667,punch,AC,1,The cowboy punches the swimmer.,The artist punches the clown.,1,A,C,,0,
2315,86,1,0.6411111111,1.830277778,push,PI,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,P,I,,0,
2316,86,1,0.6169444444,1.901944444,pull,AI,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,A,I,,0,
2317,86,1,0.4361111111,1.392222222,pull,PI,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,P,I,,0,
2318,86,1,0.5497222222,1.785,kiss,AC,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,A,C,,0,
2319,86,1,0.8252777778,1.784722222,touch,PI,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,P,I,,0,
2320,86,1,0.4225,1.935277778,scold,AC,0,The waitress scolds the boxer.,The officer scolds the ballerina.,1,A,C,,0,
2321,86,1,0.7616666667,2.360555556,slap,PC,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,P,C,,0,
2322,86,1,0.7163888889,1.940833333,push,AI,1,The chef push the clown.,The cowboy pushes the swimmer.,1,A,I,,0,
2323,86,1,0.4408333333,2.019722222,slap,PC,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,P,C,,0,
2324,86,1,0.385,1.573888889,shoot,AI,0,The actress shoot the robber.,The chef shoots the boxer.,1,A,I,,0,
2325,86,1,0.46,2.065277778,chase,PC,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,P,C,,0,
2326,86,1,0.4544444444,1.938888889,kick,AI,1,The policeman kick the boxer.,The waitress kicks the clown.,1,A,I,,0,
2327,86,1,1.005,1.680833333,tickle,PI,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,P,I,,0,
2328,87,0,2.853611111,5.72,kick,AI,1,The policeman kick the boxer.,The waitress kicked the man.,1,A,I,,0,
