,subjID,surveyID,resp_iscorrect,verif_rt,descr_rt,T_verb,P_type,syn_voice,syn_corr,verif_ans,P_sentence,clear_responses,isactive.raw,isactive.checked,error_type
2426,68,r9m959l420190413,1,7.8775,16.76,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
2427,68,r9m959l420190413,0,10.83166667,25.3075,punch,PC,P,C,0,The policeman is punched by the artist.,the dancer is punched by the cowboy,0,0,0
2428,68,r9m959l420190413,0,5.200833333,17.03833333,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the beggar,1,1,0
2429,68,r9m959l420190413,1,2.0325,20.94416667,kick,PI,P,I,0,The clown is kicken by the nun. ,the waitress kicks the thief,1,1,0
2430,68,r9m959l420190413,1,2.821666667,21.81083333,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
2431,68,r9m959l420190413,1,2.396666667,17.19583333,scold,PC,P,C,1,The doctor is scolded by the professor. ,the cop scolds the boxer,1,1,0
2432,68,r9m959l420190413,1,2.640833333,18.8525,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
2433,68,r9m959l420190413,1,3.618333333,19.98666667,push,PI,P,I,0,The monk is pushen by the policeman.,the cop pushes the girl,1,1,0
2434,68,r9m959l420190413,1,2.37,14.56416667,scold,AC,A,C,0,The waitress scolds the boxer.,the cop scolds the girl,1,1,0
2435,68,r9m959l420190413,1,3.339166667,17.75,punch,PC,P,C,1,The ballerina is punched by the artist.,the cop punches the doctor,1,1,0
2436,68,r9m959l420190413,1,2.985833333,21.37583333,tickle,AI,A,I,0,The soldier tickle the boxer.,the nurse tickles the doctor,1,1,0
2437,68,r9m959l420190413,1,6.868333333,17.61666667,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate is chasing the thief,1,1,0
2438,68,r9m959l420190413,1,5.216666667,19.28916667,slap,AC,A,C,1,The cowboy slaps the professor.,the cop slaps the swimmer,1,1,0
2439,68,r9m959l420190413,1,2.79,19.975,scold,PC,P,C,0,The monk is scolded by the swimmer. ,the professor scolds the soldier,1,1,0
2440,68,r9m959l420190413,1,2.179166667,13.04,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
2441,68,r9m959l420190413,1,2.211666667,19.4975,touch,PI,P,I,1,The doctor is touchen by the waitress.,the clown is touched by the sailor,0,0,0
2442,68,r9m959l420190413,1,1.545833333,16.7675,slap,AC,A,C,0,The cowboy slaps the ballerina.,the cop slaps the boxer,1,1,0
2443,68,r9m959l420190413,0,2.768333333,18.02083333,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,the nurse tickles the monk,1,1,0
2444,68,r9m959l420190413,1,2.356666667,14.65416667,chase,AC,A,C,1,The nun chases the sailor.,the cop chases the robber,1,1,0
2445,68,r9m959l420190413,1,2.325,17.10166667,pull,PI,P,I,0,The waitress is pullen by the pirate. ,the boxer pulls the clown,1,1,0
2446,68,r9m959l420190413,1,1.749166667,18.24083333,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
2447,68,r9m959l420190413,1,2.440833333,13.13916667,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist kisses the clown,1,1,0
2448,68,r9m959l420190413,1,4.635833333,13.30083333,shoot,AI,A,I,0,The actress shoot the robber. ,the chef shoots the boxer,1,1,0
2449,68,r9m959l420190413,1,2.2625,14.79166667,kiss,PC,P,C,1,The boxer is kissed by the artist.,the monk kisses the girl,1,1,0
2450,68,r9m959l420190413,1,2.4975,13.82583333,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the girl,1,1,0
2451,68,r9m959l420190413,1,2.020833333,20.31166667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps The dancer,1,1,0
2452,69,rasd8qtk20190406,1,9.535833333,12.66416667,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows his prey,1,1,0
2453,69,rasd8qtk20190406,0,5.7675,19.97,follow,PC,P,C,0,The ballerina is followed by the pirate.,the fanatic follows the stud,1,1,0
2454,69,rasd8qtk20190406,1,5.3325,16.96666667,push,AI,A,I,1,The chef push the clown.,the porn actor pushes the swimmer,1,1,0
2455,69,rasd8qtk20190406,0,4.350833333,16.13666667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,1,0
2456,69,rasd8qtk20190406,0,4.381666667,11.66333333,scold,AC,A,C,0,The waitress scolds the boxer.,The actor scolds the ballerina,1,1,0
2457,69,rasd8qtk20190406,0,3.043333333,12.505,pull,PI,P,I,0,The waitress is pullen by the pirate.,The clown is pulled by the professor,0,0,0
2458,69,rasd8qtk20190406,0,3.804166667,16.2325,kiss,AC,A,C,0,The pirate kisses the clown.,The ROTC student is kissed by the artist,0,0,0
2459,69,rasd8qtk20190406,0,5.038333333,11.48166667,shot,PI,P,I,1,The ballerina is shooted by the artist.,The chef shoots the swimmer,1,1,0
2460,69,rasd8qtk20190406,1,2.504166667,15.48916667,slap,AC,A,C,1,The cowboy slaps the professor.,The cop slaps the swimmer,1,1,0
2461,69,rasd8qtk20190406,1,2.996666667,12.85333333,slap,PC,P,C,1,The clown is slapped by the policeman.,The sailor is slapped by the cowboy,0,0,0
2462,69,rasd8qtk20190406,1,2.605,14.58916667,pull,AI,A,I,1,The boxer pull the soldier.,The ballerina is pulled by the graduate student,0,0,0
2463,69,rasd8qtk20190406,1,3.6,14.6225,follow,PC,P,C,1,The ballerina is followed by the pirate.,The fanatic follows the soldier,1,1,0
2464,69,rasd8qtk20190406,1,4.909166667,12.44916667,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer,1,1,0
2465,69,rasd8qtk20190406,1,5.0525,11.80083333,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punches the doctor,1,1,0
2466,69,rasd8qtk20190406,0,4.515,16.22666667,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicks the customer,1,1,0
2467,69,rasd8qtk20190406,0,2.745833333,14.375,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by the student,0,0,0
2468,69,rasd8qtk20190406,1,5.739166667,12.79666667,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer,1,1,0
2469,69,rasd8qtk20190406,0,2.689166667,23.535,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The provost is kissed by the teaching assistant,0,0,0
2470,69,rasd8qtk20190406,0,2.924166667,27.92666667,chase,AC,A,C,0,The policeman chases the robber.,The waiter bar patron chases the swimmer,1,1,0
2471,69,rasd8qtk20190406,0,3.1875,13.62833333,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina,1,1,0
2472,69,rasd8qtk20190406,1,3.14,11.98583333,shoot,AI,A,I,0,The actress shoot the robber.,The chef shoots the boxer,1,1,0
2473,69,rasd8qtk20190406,1,2.405,13.88916667,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kisses the ballerina,1,1,0
2474,69,rasd8qtk20190406,0,2.8325,15.7325,slap,AC,A,C,0,The cowboy slaps the ballerina.,The cop slaps the boxer,1,1,0
2475,69,rasd8qtk20190406,0,3.0925,18.39166667,scold,PC,P,C,0,The monk is scolded by the swimmer.,The professor scolds the soldier,1,1,0
2476,69,rasd8qtk20190406,1,4.45,12.98666667,tickle,AI,A,I,0,The soldier tickle the boxer.,The student tickles the doctor,1,1,0
2477,69,rasd8qtk20190406,1,2.493333333,10.54166667,scold,PC,P,C,1,The doctor is scolded by the professor.,The policeman scolds the boxer,1,1,0
2478,69,rasd8qtk20190406,1,1.288333333,14.4175,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the student,1,1,0
2479,69,rasd8qtk20190406,0,2.3875,12.81666667,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punches the waitress,1,1,0
2480,69,rasd8qtk20190406,0,1.989166667,14.50166667,follow,AC,A,C,0,The nun follows the cowboy.,The research assistant follows the professor,1,1,0
2481,69,rasd8qtk20190406,1,2.059166667,10.98583333,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chases the robber,1,1,0
2482,69,rasd8qtk20190406,1,1.5925,12.045,chase,AC,A,C,1,The nun chases the sailor.,The robber is chased by the professor,0,0,0
2483,69,rasd8qtk20190406,0,2.030833333,13.54916667,touch,PI,P,I,1,The doctor is touchen by the waitress.,The graduate student is touched by the sailor,0,0,0
2484,69,rasd8qtk20190406,0,3.03,14.99333333,punch,AC,A,C,0,The cowboy punches the nun.,The monk is punched by the artist,0,0,0
2485,69,rasd8qtk20190406,0,2.978333333,11.05083333,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The monk is tickled by the waitress,0,0,0
2486,69,rasd8qtk20190406,1,1.45,16.19083333,punch,AC,A,C,1,The cowboy punches the swimmer.,The professor is punched by the nun,0,0,0
2487,69,rasd8qtk20190406,1,2.1725,12.37916667,kick,PI,P,I,0,The clown is kicken by the nun.,The nun is kicked by the waitress,0,0,0
2488,70,rddjr5rd20190406,0,4.739166667,10.0325,kick,AI,A,I,1,The policeman kick the boxer.,the waitress kicked the clown,1,1,0
2489,70,rddjr5rd20190406,1,3.116666667,7.1775,pull,PI,P,I,0,The waitress is pullen by the pirate.,the boxer pulls the clown,1,1,0
2490,70,rddjr5rd20190406,1,1.828333333,15.5775,punch,AC,A,C,0,The cowboy punches the nun.,the artist punches the priest,1,1,0
2491,70,rddjr5rd20190406,1,3.886666667,14.5175,push,PI,P,I,0,The monk is pushen by the policeman.,the cowboy pushes the ballerina,1,1,0
2492,70,rddjr5rd20190406,1,1.7375,12.465,chase,AC,A,C,1,The nun chases the sailor.,the policeman chases the robber,1,1,0
2493,70,rddjr5rd20190406,0,2.550833333,6.15,touch,PI,P,I,1,The doctor is touchen by the waitress.,the sailor touches the clown,1,1,0
2494,70,rddjr5rd20190406,1,1.2725,6.009166667,scold,AC,A,C,0,The waitress scolds the boxer.,the policeman scolds the ballerina,1,1,0
2495,70,rddjr5rd20190406,1,3.471666667,8.960833333,follow,PC,P,C,1,The ballerina is followed by the pirate.,the nun follows the soldier,1,1,0
2496,70,rddjr5rd20190406,1,2.549166667,18.71166667,tickle,AI,A,I,0,The soldier tickle the boxer.,the waitress tickled the doctor,1,1,0
2497,70,rddjr5rd20190406,1,1.9725,9.14,chase,PC,P,C,1,The monk is chased by the policeman.,the pirate chases the robber,1,1,0
2498,70,rddjr5rd20190406,1,1.619166667,5.663333333,scold,AC,A,C,1,The policeman scolds the doctor.,the teacher scolds the sailor,1,1,0
2499,70,rddjr5rd20190406,1,1.475833333,5.8425,kiss,PC,P,C,1,The boxer is kissed by the artist.,the nun kisses the ballerina,1,1,0
2500,70,rddjr5rd20190406,1,15.04333333,7.885833333,chase,AC,A,C,0,The policeman chases the robber.,the policeman chases the swimmer,1,1,0
2501,70,rddjr5rd20190406,1,3.365,9.3225,slap,PC,P,C,1,The clown is slapped by the policeman.,the cowboy slaps the sailor,1,1,0
2502,70,rddjr5rd20190406,1,2.023333333,5.568333333,kiss,AC,A,C,1,The artist kisses the ballerina.,the nun kisses the boxer,1,1,0
2503,70,rddjr5rd20190406,1,1.429166667,10.63,punch,PC,P,C,1,The ballerina is punched by the artist.,the cowboy punches the doctor,1,1,0
2504,70,rddjr5rd20190406,1,2.104166667,7.1825,follow,AC,A,C,0,The nun follows the cowboy.,the pirate follows the doctor,1,1,0
2505,70,rddjr5rd20190406,1,2.34,9.166666667,scold,PC,P,C,1,The doctor is scolded by the professor.,the policeman scolds the boxer,1,1,0
2506,70,rddjr5rd20190406,1,5.875,9.156666667,punch,AC,A,C,1,The cowboy punches the swimmer.,the artist punches the clown,1,1,0
2507,70,rddjr5rd20190406,1,1.365,7.736666667,punch,PC,P,C,0,The policeman is punched by the artist.,the cowboy punches the ballerina,1,1,0
2508,70,rddjr5rd20190406,0,28.87083333,8.618333333,push,AI,A,I,1,The chef push the clown.,the cowboy pushes the swimmer,1,1,0
2509,70,rddjr5rd20190406,1,2.094166667,7.331666667,chase,PC,P,C,0,The swimmer is chased by the nun.,the waitress chases the doctor,1,1,0
2510,70,rddjr5rd20190406,1,5.8075,6.425,shoot,AI,A,I,0,The actress shoot the robber.,the chef shoots the boxer,1,1,0
2511,70,rddjr5rd20190406,1,2.0325,7.798333333,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun follows the boxer,1,1,0
2512,70,rddjr5rd20190406,0,1.894166667,6.25,pull,AI,A,I,1,The boxer pull the soldier.,the pirate pulls the ballerina,1,1,0
2513,70,rddjr5rd20190406,1,6.290833333,8.280833333,slap,PC,P,C,0,The nurse is slapped by  the policeman.,the cowboy slaps the ballerina,1,1,0
2514,70,rddjr5rd20190406,1,2.493333333,8.861666667,follow,AC,A,C,1,The nun follows the doctor.,the pirate follows the sailor,1,1,0
2515,70,rddjr5rd20190406,1,1.408333333,6.530833333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,the artist kisses the clown,1,1,0
2516,70,rddjr5rd20190406,1,2.934166667,6.620833333,slap,AC,A,C,1,The cowboy slaps the professor.,the policeman slaps the swimmer,1,1,0
2517,70,rddjr5rd20190406,0,2.783333333,7.865833333,scold,PC,P,C,0,The monk is scolded by the swimmer.,the teacher scolds the soldier,1,1,0
2518,70,rddjr5rd20190406,1,1.365833333,12.28083333,slap,AC,A,C,0,The cowboy slaps the ballerina.,the policeman slaps the boxer,1,1,0
2519,70,rddjr5rd20190406,1,5.749166667,9.238333333,kick,PI,P,I,0,The clown is kicken by the nun.,the waitress kicks the robber,1,1,0
2520,70,rddjr5rd20190406,1,1.708333333,6.228333333,kiss,AC,A,C,0,The pirate kisses the clown.,the artist kisses the soldier,1,1,0
2521,70,rddjr5rd20190406,1,11.995,9.0425,tickle,PI,P,I,1,The robber is ticklen by the soldier.,the waitress tickles the priest,1,1,0
2522,70,rddjr5rd20190406,1,1.631666667,16.87,touch,AI,A,I,0,The waitress touch the professor.,the soldier touches swimmer,1,1,0
2523,70,rddjr5rd20190406,0,2.666666667,11.23,shot,PI,P,I,1,The ballerina is shooted by the artist.,the chef shoots the swimmer,1,1,0
2524,71,rj96x8vd20190405,1,5.965,20.72916667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the sailor.,1,1,0
2525,71,rj96x8vd20190405,1,3.73,15.075,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,1,0
2526,71,rj96x8vd20190405,1,9.378333333,11.06083333,shoot,AI,A,I,0,The actress shoot the robber.,The chef shoots the boxer.,1,1,0
2527,71,rj96x8vd20190405,1,2.5675,11.74916667,scold,PC,P,C,0,The monk is scolded by the swimmer.,The professor scolds the soldier.,1,1,0
2528,71,rj96x8vd20190405,0,9.984166667,19.9875,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the mime.,1,1,0
2529,71,rj96x8vd20190405,1,3.726666667,11.1875,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chases the robber.,1,1,0
2530,71,rj96x8vd20190405,1,2.896666667,9.780833333,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,1,0
2531,71,rj96x8vd20190405,1,3.188333333,16.52083333,follow,PC,P,C,0,The ballerina is followed by the pirate.,The nun follows the boxer.,1,1,0
2532,71,rj96x8vd20190405,1,2.8975,12.51416667,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
2533,71,rj96x8vd20190405,0,6.685,11.4275,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The waitress tickles the monk.,1,1,0
2534,71,rj96x8vd20190405,1,4.876666667,9.2675,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
2535,71,rj96x8vd20190405,1,3.0575,10.695,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
2536,71,rj96x8vd20190405,1,2.750833333,12.60083333,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
2537,71,rj96x8vd20190405,1,3.946666667,12.17416667,kick,PI,P,I,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,1,0
2538,71,rj96x8vd20190405,1,2.128333333,11.42833333,chase,AC,A,C,0,The policeman chases the robber.,The policeman chases the swimmer.,1,1,0
2539,71,rj96x8vd20190405,1,2.575833333,14.74083333,pull,PI,P,I,0,The waitress is pullen by the pirate.,The boxer pulls the clown.,1,1,0
2540,71,rj96x8vd20190405,1,4.01,13.98,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer.,1,1,0
2541,71,rj96x8vd20190405,1,3.65,19.995,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kisses the ballerina.,1,1,0
2542,71,rj96x8vd20190405,0,5.1175,14.09416667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
2543,71,rj96x8vd20190405,1,3.934166667,12.90083333,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punches the doctor.,1,1,0
2544,71,rj96x8vd20190405,1,20.40416667,11.14833333,tickle,AI,A,I,0,The soldier tickle the boxer.,The waitress tickles the doctor.,1,1,0
2545,71,rj96x8vd20190405,0,2.605,23.09416667,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor touches the clown.,1,1,0
2546,71,rj96x8vd20190405,1,4.914166667,9.7075,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punches the clown.,1,1,0
2547,71,rj96x8vd20190405,1,2.775833333,8.774166667,scold,PC,P,C,1,The doctor is scolded by the professor.,The policeman scolds the boxer.,1,1,0
2548,71,rj96x8vd20190405,1,2.699166667,11.635,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps the boxer.,1,1,0
2549,71,rj96x8vd20190405,1,4.434166667,9.594166667,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punches the ballerina.,1,1,0
2550,71,rj96x8vd20190405,1,2.114166667,9.975833333,kiss,AC,A,C,0,The pirate kisses the clown.,The artist kisses the soldier.,1,1,0
2551,71,rj96x8vd20190405,1,7.864166667,17.3275,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slaps the sailor.,1,1,0
2552,71,rj96x8vd20190405,0,5.821666667,12.14083333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate pulls the ballerina.,1,1,0
2553,71,rj96x8vd20190405,1,5.4575,22.3475,follow,PC,P,C,1,The ballerina is followed by the pirate.,The nun follows the soldier.,1,1,0
2554,71,rj96x8vd20190405,1,2.684166667,13.04833333,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor.,1,1,0
2555,71,rj96x8vd20190405,1,7.409166667,32.315,chase,PC,P,C,0,The swimmer is chased by the nun.,The waitress chases the doctor.,1,1,0
2556,71,rj96x8vd20190405,1,4.070833333,28.62833333,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the monk.,1,1,0
2557,71,rj96x8vd20190405,1,2.505,31.92083333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kisses the clown.,1,1,0
2558,71,rj96x8vd20190405,1,4.37,17.95416667,chase,AC,A,C,1,The nun chases the sailor.,The policeman chases the robber.,1,1,0
2559,71,rj96x8vd20190405,0,4.3075,11.475,shot,PI,P,I,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,1,0
2560,72,rpz5a2od20190406,1,2.98,8.395833333,slap,AC,A,C,0,The cowboy slaps the ballerina.,The officer slapped the boxer.,1,1,0
2561,72,rpz5a2od20190406,1,3.034166667,10.94166667,tickle,PI,P,I,1,The robber is ticklen by the soldier.,The waitress is tickling the priest.,1,1,0
2562,72,rpz5a2od20190406,1,1.98,10.31083333,push,AI,A,I,1,The chef push the clown.,The cowboy pushed the swimmer.,1,1,0
2563,72,rpz5a2od20190406,1,1.624166667,10.00083333,follow,PC,P,C,1,The ballerina is followed by the pirate.,The nun followed the officer.,1,1,0
2564,72,rpz5a2od20190406,1,4.276666667,7.888333333,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punched the clown.,1,1,0
2565,72,rpz5a2od20190406,0,2.860833333,8.763333333,scold,PC,P,C,0,The monk is scolded by the swimmer.,The graduate scolded the soldier.,1,1,0
2566,72,rpz5a2od20190406,1,2.678333333,9.803333333,tickle,AI,A,I,0,The soldier tickle the boxer.,The doctor is being tickled by the waitress.,0,0,0
2567,72,rpz5a2od20190406,1,2.3125,8.016666667,shot,PI,P,I,1,The ballerina is shooted by the artist.,The chef shoots the swimmer.,1,1,0
2568,72,rpz5a2od20190406,1,3.8625,9.9325,kiss,AC,A,C,0,The pirate kisses the clown.,The artist kissed the soldier.,1,1,0
2569,72,rpz5a2od20190406,1,5.690833333,7.1425,chase,PC,P,C,1,The monk is chased by the policeman.,The pirate chased the robber.,1,1,0
2570,72,rpz5a2od20190406,1,6.25,7.994166667,scold,AC,A,C,1,The policeman scolds the doctor.,The graduate scolded the soldier.,1,1,0
2571,72,rpz5a2od20190406,1,3.013333333,12.3525,pull,PI,P,I,0,The waitress is pullen by the pirate.,The boxer is pulling the clown.,1,1,0
2572,72,rpz5a2od20190406,1,1.8475,6.635833333,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
2573,72,rpz5a2od20190406,1,3.145,5.869166667,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slapped the ballerina.,1,1,0
2574,72,rpz5a2od20190406,1,2.360833333,9.538333333,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicked the clown.,1,1,0
2575,72,rpz5a2od20190406,1,4.733333333,16.5725,punch,PC,P,C,1,The ballerina is punched by the artist.,The cowboy punched the doctor.,1,1,0
2576,72,rpz5a2od20190406,1,13.315,11.23,punch,AC,A,C,0,The cowboy punches the nun.,The artist punched the monk.,1,1,0
2577,72,rpz5a2od20190406,1,3.55,7.511666667,chase,PC,P,C,0,The swimmer is chased by the nun.,The waitress is chasing the doctor.,1,1,0
2578,72,rpz5a2od20190406,1,3.253333333,8.521666667,shoot,AI,A,I,0,The actress shoot the robber.,the chef shot the boxer.,1,1,0
2579,72,rpz5a2od20190406,1,18.78416667,6.708333333,scold,PC,P,C,1,The doctor is scolded by the professor.,The officer scolds the boxer.,1,1,0
2580,72,rpz5a2od20190406,1,11.21083333,17.385,follow,AC,A,C,1,The nun follows the doctor.,The pirate follows the sailor.,1,1,0
2581,72,rpz5a2od20190406,1,4.168333333,22.19,kick,PI,P,I,0,The clown is kicken by the nun.,The waitress kicks the robber.,1,1,0
2582,72,rpz5a2od20190406,1,3.4375,9.316666667,slap,AC,A,C,1,The cowboy slaps the professor.,The officer slaps the swimmer,1,1,0
2583,72,rpz5a2od20190406,1,5.100833333,12.295,touch,PI,P,I,1,The doctor is touchen by the waitress.,The sailor is touching the clown.,1,1,0
2584,72,rpz5a2od20190406,1,2.675,8.876666667,follow,AC,A,C,0,The nun follows the cowboy.,The pirate follows the doctor.,1,1,0
2585,72,rpz5a2od20190406,1,1.744166667,7.986666667,follow,PC,P,C,0,The ballerina is followed by the pirate.,the nun is following the boxer.,1,1,0
2586,72,rpz5a2od20190406,1,1.603333333,15.47583333,pull,AI,A,I,1,The boxer pull the soldier.,The pirate is pulling the ballerina.,1,1,0
2587,72,rpz5a2od20190406,1,2.044166667,6.730833333,slap,PC,P,C,1,The clown is slapped by the policeman.,The cowboy slapped the sailor.,1,1,0
2588,72,rpz5a2od20190406,0,1.490833333,12.64916667,touch,AI,A,I,0,The waitress touch the professor.,The sailor touched the swimmer.,1,1,0
2589,72,rpz5a2od20190406,1,1.680833333,7.423333333,kiss,PC,P,C,1,The boxer is kissed by the artist.,The nun kissed the ballerina.,1,1,0
2590,72,rpz5a2od20190406,1,4.271666667,7.359166667,chase,AC,A,C,1,The nun chases the sailor.,The officer chased the robber.,1,1,0
2591,72,rpz5a2od20190406,1,4.555,7.661666667,punch,PC,P,C,0,The policeman is punched by the artist.,The cowboy punched the ballerina.,1,1,0
2592,72,rpz5a2od20190406,1,2.8925,8.25,chase,AC,A,C,0,The policeman chases the robber.,The officer chased the swimmer.,1,1,0
2593,72,rpz5a2od20190406,1,2.118333333,8.89,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushed the ballerina.,1,1,0
2594,72,rpz5a2od20190406,1,17.94166667,13.68416667,scold,AC,A,C,0,The waitress scolds the boxer.,The officer scolds the ballerina.,1,1,0
2595,72,rpz5a2od20190406,1,4.9525,8.383333333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The artist kissed the clown.,1,1,0
2596,73,rx32dw5g20190413,1,5.076666667,23.15,touch,AI,A,I,0,The waitress touch the professor.,The sailor touches the swimmer.,1,1,0
2597,73,rx32dw5g20190413,1,3.726666667,15.90166667,shot,PI,P,I,1,The ballerina is shooted by the artist. ,The chef shoots a swimmer.,1,1,0
2598,73,rx32dw5g20190413,1,2.485833333,10.42166667,slap,AC,A,C,0,The cowboy slaps the ballerina.,The policeman slaps a boxer.,1,1,0
2599,73,rx32dw5g20190413,1,2.158333333,12.65333333,kiss,PC,P,C,0,The monk is kissed by the swimmer.,The clown is being kissed by an artist.,0,0,0
2600,73,rx32dw5g20190413,1,3.363333333,11.25083333,punch,AC,A,C,1,The cowboy punches the swimmer.,The artist punches the clown.,1,1,0
2601,73,rx32dw5g20190413,1,2.86,9.870833333,kick,PI,P,I,0,The clown is kicken by the nun. ,The waitress kicks the robber.,1,1,0
2602,73,rx32dw5g20190413,1,3.538333333,8.534166667,kiss,AC,A,C,1,The artist kisses the ballerina.,The nun kisses the boxer.,1,1,0
2603,73,rx32dw5g20190413,0,2.176666667,9.624166667,tickle,PI,P,I,1,The robber is ticklen by the soldier. ,The waitress tickles the priest.,1,1,0
2604,73,rx32dw5g20190413,1,2.773333333,11.14916667,push,AI,A,I,1,The chef push the clown.,The cowboy pushes the swimmer.,1,1,0
2605,73,rx32dw5g20190413,1,4.0175,103.4283333,scold,PC,P,C,0,The monk is scolded by the swimmer. ,The headmaster scolds the pupil.,1,1,0
2606,73,rx32dw5g20190413,1,3.7675,9.774166667,shoot,AI,A,I,0,The actress shoot the robber. ,The chef shoots the boxer.,1,1,0
2607,73,rx32dw5g20190413,1,1.875833333,13.7775,pull,PI,P,I,0,The waitress is pullen by the pirate. ,The boxer pulls the clown.,1,1,0
2608,73,rx32dw5g20190413,1,2.085833333,36.14416667,scold,AC,A,C,0,The waitress scolds the boxer.,The policeman scolds the ballerina.,1,1,0
2609,73,rx32dw5g20190413,1,2.995,14.84333333,chase,PC,P,C,0,The swimmer is chased by the nun.,The doctor is chased by a waitress.,0,0,0
2610,73,rx32dw5g20190413,1,2.625,9.096666667,slap,AC,A,C,1,The cowboy slaps the professor.,The policeman slaps the swimmer.,1,1,0
2611,73,rx32dw5g20190413,1,2.063333333,14.4675,push,PI,P,I,0,The monk is pushen by the policeman.,The cowboy pushes the ballerina.,1,1,0
2612,73,rx32dw5g20190413,1,3.251666667,12.23916667,scold,AC,A,C,1,The policeman scolds the doctor.,The professor scolds the pupil.,1,1,0
2613,73,rx32dw5g20190413,1,3.2325,11.97833333,follow,PC,P,C,1,The ballerina is followed by the pirate. ,The nun follows the soldier.,1,1,0
2614,73,rx32dw5g20190413,1,2.053333333,16.19416667,punch,AC,A,C,0,The cowboy punches the nun.,The artist punches the priest.,1,1,0
2615,73,rx32dw5g20190413,0,4.120833333,10.665,slap,PC,P,C,0,The nurse is slapped by  the policeman.,The cowboy slaps the ballerina.,1,1,0
2616,73,rx32dw5g20190413,0,2.729166667,12.44333333,kick,AI,A,I,1,The policeman kick the boxer.,The waitress kicks the clown.,1,1,0
2617,73,rx32dw5g20190413,1,2.585833333,12.24166667,scold,PC,P,C,1,The doctor is scolded by the professor. ,The policeman scolds the boxer.,1,1,0
